District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Kathmandu,Bagmati,Hill,Central,2365,29504,ALPINE ACADEMY DANCHHI,56.5,62.1,81.6,57.3,65.7,56.6,1,10,0,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2366,29505,ASPHODEL PUBLIC SCHOOL KALIKASTHAN DILLIBAZAR,54.5,61,83.2,55,61.4,58.2,3,18,0,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2367,29506,GREEN HILLS ACADEMY MA VI KAVRESTHALI,49.5,66.5,70.1,46.6,54.8,41.9,0,13,4,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2368,29507,BAL UDDHAR MA VI KAPAN,19.4,50.4,28.6,27.4,35.5,47.2,0,10,29,0,39,94,29.3
Kathmandu,Bagmati,Hill,Central,2369,29508,NOBEL ACADEMY MA VI NEW BANESHWOR,58.1,63.8,74,60.1,65.9,54.6,33,116,0,0,149,0,100
Kathmandu,Bagmati,Hill,Central,2370,29509,SHUVA YUGA BOARDING SCHOOL SITAPAILA,50.1,62.3,60.8,49.4,59.2,48,1,10,4,0,15,0,100
Kathmandu,Bagmati,Hill,Central,2371,29510,TARKESHWAR VIDYA KUNJA ENGLISH BOARDING SCHOOL,48.5,66.1,58.8,50.5,54.5,43.8,0,6,2,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2372,29511,KATHMANDU DON BOSCO MA VI NEW BANESHWAR,59.9,71.8,80.9,60.6,63.9,54,25,36,0,0,61,0,100
Kathmandu,Bagmati,Hill,Central,2373,29512,THE INSIGHT VISION SCHOOL DHUMBARAHI,54.5,55.3,71.3,41.7,65,54.8,1,17,3,0,21,2,91.3
Kathmandu,Bagmati,Hill,Central,2374,29513,SHANGRILA PUBLIC SCHOOL JORPATI,51.7,69.3,77.5,48,57.7,55.3,2,16,0,0,18,0,100
Kathmandu,Bagmati,Hill,Central,2375,29514,SUPER LUCKY ENGLISH SCHOOL KOTESHWOR,50.3,63.5,58.4,39.6,63.4,57.8,1,4,2,0,7,1,87.5
Kathmandu,Bagmati,Hill,Central,2376,29515,KATHMANDU ENGLISH SCHOOL NAXAL,46.6,56.1,53.1,28,64.9,53.9,0,7,2,0,9,1,90
Kathmandu,Bagmati,Hill,Central,2377,29516,MAITRI SHISHU VIDYALAYA CHHAUNI,59.4,65,79,46,70.4,52.2,8,19,3,0,30,0,100
Kathmandu,Bagmati,Hill,Central,2378,29517,BIPUL SHIKSHYA NIKETAN JORPATI,59.8,60.6,75.8,51.6,62.5,46.7,2,16,1,0,19,0,100
Kathmandu,Bagmati,Hill,Central,2379,29519,VINAYAK ENGLISH SCHOOL CHABHIL,55.9,60.2,81.2,54.3,65.7,53.7,1,8,0,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2380,29520,PINNACLE SCHOLARS ACADEMY MA VI,62.2,72.6,80,58.7,70,49.9,13,12,0,0,25,0,100
Kathmandu,Bagmati,Hill,Central,2381,29521,PEARLS ENGLISH ACADEMY,59.8,66.7,79.4,54.8,69.8,50.1,3,9,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2382,29522,XAVIER S PUBLIC SCHOOL NAYABANESHWAR LAKHECHOUR,48.5,61.9,58.3,46.9,50,52.5,0,9,3,0,12,1,92.3
Kathmandu,Bagmati,Hill,Central,2383,29523,BUDDHA PRABHAT ENGLISH SCHOOL CHABAHIL,51.1,60.1,65,59.7,64.7,48.7,0,7,0,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2384,29524,ADVANCED ENGLISH BOARDING HIGH SCHOOL HADIGAUN,57.3,67,74.9,64.4,71,54.4,11,10,0,0,21,0,100
Kathmandu,Bagmati,Hill,Central,2385,29526,BABYLON NATIONAL SCHOOL SHANTINAGAR,53,63.3,62.8,56.3,53.4,53.3,3,33,0,0,36,0,100
Kathmandu,Bagmati,Hill,Central,2386,29527,RISING RAYS BOARDING SCHOOL NEWPLAZA PUTALISADAK,53.5,56.5,86.1,50.7,67.9,57.6,3,10,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2387,29528,RARAHIL MEMORIAL SCHOOL KIRTIPUR,59.6,67.4,73.2,57.3,63.3,59.2,7,35,1,0,43,0,100
Kathmandu,Bagmati,Hill,Central,2388,29529,FUTURE STAR ENGLISH SCHOOL DALLU,59.8,65.4,74.8,37.9,61.3,57,3,8,1,0,12,1,92.3
Kathmandu,Bagmati,Hill,Central,2389,29530,NATIONAL MODEL SCIENCE SCHOOL GONGABU,59.1,67.8,78.8,50.3,70.6,55.9,10,23,0,0,33,0,100
Kathmandu,Bagmati,Hill,Central,2390,29531,ROSE BUD SCHOOL BUDDHA NAGAR,56.2,59.8,66.5,47.4,56.3,50.7,24,90,30,0,144,14,91.1
Kathmandu,Bagmati,Hill,Central,2391,29532,KATHMANDU VIDYA MANDIR MAHANKAL BOUDHA,52.6,62.7,53.1,53.1,54.8,50.9,1,22,0,0,23,0,100
Kathmandu,Bagmati,Hill,Central,2392,29533,THE SKYLARK ENGLISH SCHOOL DHAPASI,51.5,62.4,53.7,49.9,63.8,59.4,2,10,1,0,13,2,86.7
Kathmandu,Bagmati,Hill,Central,2393,29534,GREENLAND CHILDREN'S ACADEMY BOARDING HIGH SCHOOL SA,48.6,56.9,44.4,36.6,52.9,46,0,3,12,0,15,1,93.8
Kathmandu,Bagmati,Hill,Central,2394,29535,ASHIYAAN INTERNATIONAL SCHOOL SALLAGHARI BANSBARI,46.7,45,23.7,46.5,45,42.8,0,2,1,0,3,3,50
Kathmandu,Bagmati,Hill,Central,2395,29536,IKEDA INTERNATIONAL SCHOOL RABIBHAWAN,59.8,66.6,52.8,46.2,64,49.1,1,7,1,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2396,29537,GREEN KANTIPUR PUBLIC SCHOOL SWOYAMBHU ICHANGU,51.9,58.8,66.7,50.9,41,40,0,6,3,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2397,29538,VISION ACADEMY MA VI BALAJU,26.8,51.1,21.5,27.2,50.9,43.1,0,7,12,0,19,46,28.8
Kathmandu,Bagmati,Hill,Central,2398,29539,SATHYA SAI SCHOOL BUDHANILKANTHA,57.7,59.7,61.1,48.1,63.1,47.7,1,15,4,0,20,1,95.2
Kathmandu,Bagmati,Hill,Central,2399,29540,GANGA SECONDARY SCHOOL PURANO KALIMATI,51.6,65.6,80.8,59.2,66.2,61.5,3,10,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2400,29541,DIVYA GYAN ENGLISH BOARDING HIGH SCCHOOL CHAGAL,60.4,67.8,59.6,52.4,59.1,44.6,1,6,0,0,7,1,87.5
Kathmandu,Bagmati,Hill,Central,2401,29542,SIDDHARTHA VIDYA SADAN NEW BANESHWOR,50,59.4,55.1,53.6,49.3,47.8,0,9,2,0,11,1,91.7
Kathmandu,Bagmati,Hill,Central,2402,29543,UNIVERSAL COLLEGE PREPARATORY SCHOOL BALUWATAR,54.3,60,76.3,58.8,66.5,58.6,7,21,0,0,28,0,100
Kathmandu,Bagmati,Hill,Central,2403,29544,PURBA PASCHIM VIDYALAYA BALKHU,50,65.1,64.6,49.7,58.3,45.2,0,8,1,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2404,29545,HEBRON PUBLIC SCHOOL KOTESHWOR,56.4,68.1,66.1,59.1,55.7,50.3,1,14,1,0,16,0,100
Kathmandu,Bagmati,Hill,Central,2405,29546,SERENE HILL ENGLISH SCHOOL BAJRAYOGINI SANKHU,44.4,59.5,71.8,59.5,46.5,59.5,3,10,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2406,29548,BIJESWORI SECONDARY BOARDING SCHOOL BIJESWORI,55.7,61.3,80.2,49,63.4,54.3,1,18,1,0,20,1,95.2
Kathmandu,Bagmati,Hill,Central,2407,29549,PUSHPA KUNJA HIGH SCHOOL SAMAKHUSHI,45.3,59.1,73.3,44.2,55,55.5,3,10,1,0,14,0,93.3
Kathmandu,Bagmati,Hill,Central,2408,29550,NEW DON BOSCO ACADEMY PUTALISADAK,46.7,53.1,55.4,34.3,44.7,50,0,2,4,0,6,1,85.7
Kathmandu,Bagmati,Hill,Central,2409,29551,BROOKFIELD ACADEMY SINAMANGAL,55.5,62.1,83.1,52.1,57.5,54,1,9,1,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2410,29552,PEOPLES PEACE ENGLISH SECONDARY SCHOOL KOTESHWOR,55.1,51.1,53.4,38.9,52.8,51.3,0,6,3,0,9,1,90
Kathmandu,Bagmati,Hill,Central,2411,29553,MAGUS ENGLISH SCHOOL NAYA BAZAR KIRTIPUR,57.8,66.3,81.9,50.3,55.8,57.9,2,10,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2412,29554,HILARY HIGH SCHOOL GAURINAGAR,52.1,65.9,85.9,58.8,63.4,53,6,8,0,0,14,0,100
Kathmandu,Bagmati,Hill,Central,2413,29555,BINDHYABASINI BOARDING SCHOOL TOKHA,45.9,51.3,53.5,32.9,61,37.2,0,11,10,0,21,5,80.8
Kathmandu,Bagmati,Hill,Central,2414,29556,INTELLECTUAL  ACADEMY KUMARIGAL,47.5,68.8,51.8,29.5,55,51.3,0,1,2,0,3,1,75
Kathmandu,Bagmati,Hill,Central,2415,29557,ALOK VIDYASHRAM NAXAL NARAYANCHAUR,58,57.3,70.2,37.7,66.3,54.4,1,11,0,0,12,1,92.3
Kathmandu,Bagmati,Hill,Central,2416,29558,THE ELOQUENCE PUBLIC SCHOOL CHUCHEPATI,46.5,51,66.4,44.6,52.9,47.7,0,13,0,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2417,29559,SOCIETAL SCHOOL NEW BANESHWOR,56.7,68.6,73.3,57.5,62.7,50.8,8,26,1,0,35,0,100
Kathmandu,Bagmati,Hill,Central,2418,29560,MOUNT SINAI ENGLISH SCHOOL MIN BHAWAN,46,52.2,46.4,42.8,35.6,42.1,0,10,9,0,19,7,73.1
Kathmandu,Bagmati,Hill,Central,2419,29561,MINILAND SCHOOL TEKU,57.6,49.3,55.4,48,56.7,60.6,0,6,1,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2420,29563,ABHISHEK GYAN MANDIR SINAMANGAL,47.5,51.5,53.2,44.3,56.7,46.8,0,2,4,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2421,29564,BIJESHWORI GYAN MANDIR SECONDARY SCHOOL BIJESHWORI,54,68.2,72.8,51.6,55.8,54.1,0,9,0,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2422,29566,BIRAT BOARDING SCHOOL SHANKHAMOOL,52.9,65.9,76.5,52.5,59.9,50.6,2,12,1,0,15,0,100
Kathmandu,Bagmati,Hill,Central,2423,29567,DHAULAGIRI INTERNATIONAL BOARDING SCHOOL SHANKHAMOOL,60.2,63.6,79,53.3,60.2,51.3,7,8,0,0,15,0,100
Kathmandu,Bagmati,Hill,Central,2424,29568,INDRAWATI PUBLIC SCHOOL MAIJUBAHAL,47.5,66.2,62.5,53.9,63,47.1,3,12,2,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2425,29569,KHAGENDRA NEW LIFE SPEC.EDU & VOC TRAIN.SCH.JORPAT,31.3,52.2,42.3,31.5,42.6,40.5,0,2,5,1,8,2,80
Kathmandu,Bagmati,Hill,Central,2426,29570,KOTDEVI PUBLIC ENGLISH SECONDARY SCHOOL JADIBUTI,53.1,66.1,72.5,46,44.3,57.6,0,10,0,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2427,29571,LITTLE BUDDHA ENGLISH SCHOOL SHANTINAGAR BANESHWOR,60.3,59,71.3,48.5,61.3,57.3,0,4,0,0,4,0,100
Kathmandu,Bagmati,Hill,Central,2428,29572,MACHHAPUCHCHHRE SCHOOL KALANKI 14,48.6,48.1,61,51.2,45.8,48,1,7,7,0,15,2,88.2
Kathmandu,Bagmati,Hill,Central,2429,29574,MANASALU PUBLIC HIGH SCHOOL NAYABAZAR,58.5,66.8,88,61.5,67.2,54.9,3,8,0,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2430,29576,MOUNT GAURI SHANKAR SCHOOL BALUWATAR,51.2,50.6,61.2,46.2,69.8,57.8,0,9,3,0,12,1,92.3
Kathmandu,Bagmati,Hill,Central,2431,29577,MOUNT GLORY INT'L BOARDING SCHOOL BASUNDHARA,51.8,57.8,64.1,45.4,65.5,45.4,1,22,8,0,31,0,100
Kathmandu,Bagmati,Hill,Central,2432,29578,NEW ENGLISH SECONDARY SCHOOL MAIJUBAHAL,43.1,46,56.5,41.3,45.6,39.8,0,14,3,0,17,0,100
Kathmandu,Bagmati,Hill,Central,2433,29579,NAVIN JYOTI ENGLISH SCHOOL BHIMDHUNGA,42,60.6,55.5,45.1,59.8,56.4,0,5,2,0,7,1,87.5
Kathmandu,Bagmati,Hill,Central,2434,29580,NAMUNADEEP ENGLISH BOARDING SCHOOL KAPAN,51.5,67.7,80,53.5,63.8,60.5,4,7,0,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2435,29581,NEW VISION ACADEMY SATUNGAL,51,56.2,58.3,53.5,71.4,42.8,0,12,1,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2436,29582,NORKHIL ACADEMY BOARDING SCHOOL BIJULIBAZAR,47,49.2,42.8,31.5,48.7,41,0,0,4,0,4,2,66.7
Kathmandu,Bagmati,Hill,Central,2437,29583,PRIME ENGLISH SECONDARY SCHOOL TINTHANA 6,50.6,64.7,82.1,51.5,68.8,61.3,3,13,0,0,16,0,100
Kathmandu,Bagmati,Hill,Central,2438,29585,RAJAN MEMORIAL INTERNATIONAL SCHOOL BALAJU,54.1,57.6,71.4,53.5,58.7,49.9,2,15,2,0,19,0,100
Kathmandu,Bagmati,Hill,Central,2439,29586,SAI EDUCARE BOARDING SCHOOL GYANESHWOR,50.3,64.9,57,46,51.3,52.9,0,10,2,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2440,29587,SANTWONA MEMORIAL ACADEMY SHANTINAGAR 34,27.2,34.8,27.5,17.2,34.1,33.7,0,0,4,2,6,31,16.2
Kathmandu,Bagmati,Hill,Central,2441,29588,THE CITY ACADEMY BANESHWAR,53.9,47.9,55.9,37.9,53.7,48.1,0,4,3,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2442,29589,THE CHANDBAGH SCHOOL BANSBARI,57.6,62.7,75.1,60.1,57.3,51.9,1,13,1,0,15,0,100
Kathmandu,Bagmati,Hill,Central,2443,29591,THE TRINITY CO-ED (TRIMURTI SAHA SHIKSHA VIDYALAYA),51.5,55,50,47.5,60.8,46.3,0,3,0,0,3,1,75
Kathmandu,Bagmati,Hill,Central,2444,29593,YUBA SAHAVAGITA SECONDARY SCHOOL SITAPAILA,31.7,55.3,59.9,44.6,61.7,54.2,0,10,7,0,17,1,94.4
Kathmandu,Bagmati,Hill,Central,2445,29595,BON SKYLARK INT'L SECONDARY SCHOOL RINGROAD CHABAHIL,50.4,58.4,66.6,42.4,60,45.6,1,2,2,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2446,29596,SHRINE ACADEMY TOKHASARASWATI,52.7,59.4,65.1,39.7,60.6,62.8,0,12,1,0,13,0,100
Kathmandu,Bagmati,Hill,Central,2447,29598,MOUNT CHANDRAGIRI ENGLISH SCHOOL KHARIBOT,58.3,62.3,83.1,61.8,69.7,54.2,4,5,0,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2448,29605,SAI NILAYAM BOARDING SCHOOL KALIMATI,53,61.1,58.1,38.8,53.9,57.2,0,6,6,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2449,29608,SUNLIGHT ENGLISH SECONDARY SCHOOL GAURINAGAR,51.9,54.7,64.9,43.5,51.5,43.5,1,5,5,0,11,0,91.7
Kathmandu,Bagmati,Hill,Central,2450,29609,SMALL HEAVEN BOARDING SCHOOL CHHETRAPATI,50.3,58.2,59.7,39,46.4,56.6,0,6,5,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2451,29611,SRIJANA ENGLISH BOARDING SCHOOL GOLDHUNGA,56.8,61.2,54,47,55.2,46.7,0,4,2,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2452,29612,NAVA RATNA ENGLISH BOARDING SCHOOL KOTESWOR,58.2,63.2,68.2,48.2,69.3,57,2,4,0,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2453,29614,SHATABDI BOARDING SCHOOL BHIMSENGOLA,51.8,51.2,56.2,37.8,58.6,46.8,0,2,3,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2454,29615,PRAGYA ENGLISH SCHOOL KOTESHWOR,57,64.4,68,46.8,66.2,57,1,4,0,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2455,29616,NEEL BARAHI SECONDARY SCHOOL TANKESWOR,39.1,69.1,52.8,47.7,51.5,47.9,1,8,4,0,13,1,92.9
Kathmandu,Bagmati,Hill,Central,2456,29623,VIJAYA ACADEMY SANKHU,53.4,55.6,71.5,61.3,46.5,64,0,8,0,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2457,29625,SHITALA SECONDARY SCHOOL BALAJU,34.6,49.1,51.6,50.9,31.8,31.9,0,10,13,0,23,2,92
Kathmandu,Bagmati,Hill,Central,2458,29626,REHDON HIGHER SECONDARY SCHOOL SAMAKHUSHI,50.5,59.5,74.7,54.8,72.1,61.2,2,9,0,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2459,29627,BRIGHT ANGELS SCHOOL THANKOT,60.7,66.8,95,61.3,72.5,56.8,4,6,0,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2460,29628,VIDYA SADAN ENGLISH SCHOOL CHABAHIL,58.3,70,87.2,59.7,63.2,63.2,2,4,0,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2461,29629,BOUDHA CHILDREN HEAVEN BOARDING SCHOOL BOUDHA,46.5,66.3,68.3,53.2,47.6,54.1,1,7,2,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2462,29630,BASUNDHARA PUBLIC SCHOOL BASUNDHARA,51.9,58.7,68.1,44.9,59.9,58.9,1,5,1,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2463,29631,SWARNIM TARA VIDYA SADAN KOTESHWOR,60.8,66.9,82.4,55.3,52.2,53.5,1,11,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2464,29632,SHANTI SHIKSHA SADAN SHANTINAGAR,50.3,57.8,60.7,52.4,61.7,55.2,2,6,1,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2465,29633,MIDLAND ENGLISH BOARDING SCHOOL BANESHWOR,56.8,58.8,73.2,49,68.8,53.2,3,2,0,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2466,29634,GENIUS ENGLISH SCHOOL NAYAPATI,42.6,58.8,59,51.6,44.8,51,0,5,2,0,7,1,87.5
Kathmandu,Bagmati,Hill,Central,2467,29635,NEW ZENITH ENGLISH MODEL SCHOOL BHURUNGKHEL,54.9,53.7,65.9,44.1,51.8,63.9,2,18,7,0,27,0,100
Kathmandu,Bagmati,Hill,Central,2468,29638,RASHMI SECONDARY SCHOOL SWOYAMBHU,53.1,55.7,54.5,42.6,51.6,46.5,1,12,5,0,18,2,90
Kathmandu,Bagmati,Hill,Central,2469,29639,KATHMANDU MORDAN ACADAMY SINAMANGAL,22.1,42.3,34.6,24.6,42.6,38.5,0,0,6,0,6,8,42.9
Kathmandu,Bagmati,Hill,Central,2470,29640,ASIAN PUBLIC SCHOOL ANAMNAGAR,55,60.8,73.8,41.2,60.1,53.4,5,16,0,0,21,1,95.5
Kathmandu,Bagmati,Hill,Central,2471,29641,DEEPIKA SHIKSHYA SADAN KOTESHWOR,59.7,65.8,81.3,53,66.7,56.8,1,5,0,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2472,29642,ACADEMY OF SACRED HEART DHALKO CHHETRAPATI,59.5,62.5,65.5,47,50.5,51,0,2,0,0,2,0,100
Kathmandu,Bagmati,Hill,Central,2473,29643,NAVA YUYUTSHU ENGLISH SCHOOL KAPAN,40.3,49,61,41.5,47.3,51,0,3,0,0,3,0,100
Kathmandu,Bagmati,Hill,Central,2474,29645,SETO BANGALA SCHOOL,32.6,65.8,45.8,32.8,51.8,53.8,0,2,1,0,3,2,60
Kathmandu,Bagmati,Hill,Central,2475,29647,SWETA SADAN ENGLISH BOARDING HIGHER SEC SCHOOL,48.3,64.8,71.1,44.9,58.6,54.6,1,7,0,0,8,0,100
Kathmandu,Bagmati,Hill,Central,2476,29648,GYANMALA ENGLISH SCHOOL BOUDDHA TINCHULE,58.1,72.6,81.6,56.1,70.7,67.1,5,2,0,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2477,29649,SAI SIKSHA NIKETAN GYANESHWOR,52.8,57.2,48.7,32,51.8,42.4,1,4,7,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2478,29650,NAVA SUNTAKHAN ACADEMY BALUWA,52.9,67,87.1,56.6,60.1,57.3,2,5,0,0,7,0,100
Kathmandu,Bagmati,Hill,Central,2479,29655,AAKASH DEEP ENGLISH HIGH SCHOOL JORPATI,50.6,58.6,62.1,45.8,50.7,46.6,1,11,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2480,29656,NEW CERES ENGLISH SCHOOL NEPALTAR,57.4,70.4,75.2,51.2,64.8,55,1,4,0,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2481,29657,SAMAKHUSHI ENGLISH BOARDING SCHOOL SAMAKHUSHI,45.2,54.9,48.7,29.1,50.2,43.3,0,7,6,0,13,4,76.5
Kathmandu,Bagmati,Hill,Central,2482,29659,TRI DEVI ENGLISH BOARDING SCHOOL KOTESHWOR,48.7,58.7,53.2,40.7,53.3,50.7,0,5,4,0,9,0,100
Kathmandu,Bagmati,Hill,Central,2483,29660,SHUBHA KAMANA ACADEMY KIRTIPUR,58.2,61.5,70,46.7,55.3,53.7,1,3,2,0,6,0,100
Kathmandu,Bagmati,Hill,Central,2484,29664,PEGASUS ENGLISH SCHOOL JORPATI,48.6,63.9,59.1,54.4,48,56.5,0,8,2,0,10,0,100
Kathmandu,Bagmati,Hill,Central,2485,29665,BABYLAND ENGLISH SECONDARY SCHOOL GONGABU,48.4,54.1,54.6,33.6,59.5,47.9,0,6,1,0,7,3,70
Kathmandu,Bagmati,Hill,Central,2486,29666,OLIVER PUBLIC HIGH SCHOOL MAHARAJGUNJ,51.9,53.1,76.2,52.2,69.2,51,2,8,1,0,11,0,100
Kathmandu,Bagmati,Hill,Central,2487,29667,DIANA PUBLIC ENGLISH SCHOOL KOTESHWOR,51.6,52.8,64.4,49.4,58.6,49.2,0,4,1,0,5,0,100
Kathmandu,Bagmati,Hill,Central,2488,29668,ARUNODAYA ACADEMY DALLU,49.7,50.9,55.5,43.1,52.2,43.3,0,7,6,0,13,1,92.9
Kathmandu,Bagmati,Hill,Central,2489,29669,LUMBINI BEGINNERS ACADEMY DHUMBARAHI,41.7,48.4,39.9,36.7,64.2,49.9,0,3,2,1,6,3,66.7
Kathmandu,Bagmati,Hill,Central,2490,29670,VALLEY VIEW ENGLISH SCHOOL NEW BANESHWOR,61.7,71.8,81.8,55,65,64.6,6,6,0,0,12,0,100
Kathmandu,Bagmati,Hill,Central,2491,29671,HALCHOWK SECONDARY SCHOOL ICHANGUNARAYAN,29.2,60.9,42.5,31.3,43.4,46,0,1,11,0,12,3,80
