"","X","Name","Genre","Platform","Global_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year","Total_Sales"
"269",821,"The Dwarves","Role-Playing","PS4",0.03,0.03,0.01,0,0.01,2016,0.04
"270",5004,"The Dwarves","Role-Playing","XOne",0.02,0.02,0,0,0,2016,0.02
"271",5234,"The Elder Scrolls Online: Morrowind","MMO","PC",0.05,0.02,0,0.03,0,2017,0.05
"272",5117,"The Elder Scrolls Online: Morrowind","MMO","PS4",0.24,0.11,0,0.09,0.04,2017,0.24
"273",6634,"The Elder Scrolls Online: Morrowind","MMO","XOne",0.14,0.09,0.01,0.03,0.01,2017,0.13
"274",5620,"The Elder Scrolls Online: Summerset","MMO","PC",0.01,0,0,0.01,0,2018,0.01
"275",5458,"The Elder Scrolls Online: Summerset","MMO","PS4",0.1,0.08,0,0,0.02,2018,0.1
"276",5452,"The Elder Scrolls Online: Summerset","MMO","XOne",0.11,0.09,0,0.01,0.01,2018,0.11
"277",4313,"The Sims 4","Simulation","PC",4.1,1.2,0,2.6,0.3,2014,4.1
"278",5059,"The Sims 4","Simulation","PS4",1.39,0.44,0.01,0.72,0.22,2017,1.39
"279",5067,"The Sims 4","Simulation","XOne",0.73,0.42,0,0.24,0.07,2017,0.73
"280",6579,"Titanfall 2","Shooter","PC",0.2,0.06,0.01,0.12,0.01,2016,0.19
"281",6560,"Titanfall 2","Shooter","PS4",1.72,0.75,0.01,0.62,0.28,2016,1.71
"282",780,"Titanfall 2","Shooter","XOne",1.37,0.88,0.00999999999999979,0.37,0.13,2016,1.38
"283",5256,"Tom Clancy's Ghost Recon Wildlands","Shooter","PC",0.04,0,0,0.04,0,2017,0.04
"284",6607,"Tom Clancy's Ghost Recon Wildlands","Shooter","PS4",3.12,1.07,0.0100000000000002,1.35,0.47,2017,3.11
"285",5056,"Tom Clancy's Ghost Recon Wildlands","Shooter","XOne",1.61,0.98,0,0.48,0.15,2017,1.61
"286",4594,"Tom Clancy's Rainbow Six: Siege","Shooter","PC",0.3,0.18,0,0.09,0.03,2015,0.3
"287",6509,"Tom Clancy's Rainbow Six: Siege","Shooter","PS4",4.36,1.29,0.0100000000000007,2.06,0.64,2015,4.35
"288",4529,"Tom Clancy's Rainbow Six: Siege","Shooter","XOne",2.71,1.62,0,0.84,0.25,2015,2.71
"289",4809,"Tom Clancy's The Division","Shooter","PC",0.48,0.26,0,0.18,0.04,2016,0.48
"290",771,"Tom Clancy's The Division","Shooter","PS4",4.37,1.49,0.00999999999999979,2.04,0.69,2016,4.38
"291",774,"Tom Clancy's The Division","Shooter","XOne",2.59,1.54,0.0100000000000002,0.82,0.24,2016,2.6
"292",5319,"Torment: Tides of Numenera","Role-Playing","PC",0.02,0,0,0.02,0,2017,0.02
"293",5322,"Torment: Tides of Numenera","Role-Playing","PS4",0.01,0.01,0,0,0,2017,0.01
"294",5346,"Torment: Tides of Numenera","Role-Playing","XOne",0.01,0.01,0,0,0,2017,0.01
"295",5024,"TrackMania Turbo","Racing","PC",0.01,0,0,0.01,0,2016,0.01
"296",6567,"TrackMania Turbo","Racing","PS4",0.47,0.04,0.00999999999999995,0.35,0.07,2016,0.46
"297",4892,"TrackMania Turbo","Racing","XOne",0.1,0.05,0,0.04,0.01,2016,0.1
"298",4711,"Transformers: Devastation","Action","PC",0.03,0,0,0.03,0,2015,0.03
"299",4605,"Transformers: Devastation","Action","PS4",0.24,0.11,0,0.09,0.04,2015,0.24
"300",4629,"Transformers: Devastation","Action","XOne",0.15,0.1,0,0.04,0.01,2015,0.15
"301",4712,"Trials Fusion","Misc","PC",0.03,0,0,0.03,0,2015,0.03
"302",706,"Trials Fusion","Misc","PS4",0.43,0.13,0.01,0.23,0.07,2014,0.44
"303",6531,"Trials Fusion","Racing","XOne",0.25,0.12,0.01,0.1,0.02,2015,0.24
"304",4634,"Tropico 5","Simulation","PC",0.14,0.04,0,0.09,0.01,2015,0.14
"305",4585,"Tropico 5","Simulation","PS4",0.38,0.07,0.08,0.18,0.05,2015,0.38
"306",5016,"Tropico 5","Simulation","XOne",0.02,0.02,0,0,0,2016,0.02
"307",5021,"Valentino Rossi: The Game","Racing","PC",0.02,0,0,0.02,0,2016,0.02
"308",6584,"Valentino Rossi: The Game","Racing","PS4",0.13,0.05,0.01,0.05,0.02,2016,0.12
"309",815,"Valentino Rossi: The Game","Racing","XOne",0.07,0.05,0.01,0.02,0.01,2016,0.08
"310",6660,"Vikings: Wolves of Midgard","Action","PC",0.02,0.01,0.01,0,0,2017,0.01
"311",874,"Vikings: Wolves of Midgard","Action","PS4",0.04,0.03,0.01,0.01,0.01,2017,0.05
"312",6662,"Vikings: Wolves of Midgard","Action","XOne",0.02,0.01,0.01,0,0,2017,0.01
"313",5670,"Wasteland 2","Misc","PC",0.13,0.06,0,0.06,0.01,2020,0.13
"314",4628,"Wasteland 2","Role-Playing","PS4",0.15,0.1,0.03,0,0.02,2015,0.15
"315",765,"Wasteland 2","Role-Playing","XOne",0.06,0.05,0.01,0.01,0.01,2015,0.07
"316",703,"Watch Dogs","Action-Adventure","PC",0.49,0.19,0.01,0.27,0.04,2014,0.5
"317",4311,"Watch Dogs","Action-Adventure","PS4",4.32,1.4,0.11,2.13,0.68,2014,4.32
"318",693,"Watch Dogs","Action-Adventure","XOne",1.64,0.91,0.01,0.59,0.15,2014,1.65
"319",4762,"WRC 5: FIA World Rally Championship","Racing","PC",0.01,0,0,0.01,0,2015,0.01
"320",4685,"WRC 5: FIA World Rally Championship","Racing","PS4",0.06,0,0,0.05,0.01,2015,0.06
"321",6550,"WRC 5: FIA World Rally Championship","Racing","XOne",0.02,0,0.01,0.01,0,2015,0.01
"322",6599,"WRC 6","Racing","PC",0.02,0,0.01,0.01,0,2016,0.01
"323",6640,"WRC 6","Racing","PS4",0.08,0.03,0.01,0.02,0.01,2017,0.07
"324",5266,"WRC 6","Racing","XOne",0.03,0.03,0,0,0,2017,0.03
"325",6527,"XCOM 2","Strategy","PC",0.31,0.12,0.01,0.16,0.02,2015,0.3
"326",4830,"XCOM 2","Strategy","PS4",0.31,0.16,0,0.1,0.05,2016,0.31
"327",4852,"XCOM 2","Strategy","XOne",0.19,0.15,0,0.02,0.02,2016,0.19
